Case_Study_ID,Question_ID,Scenario_Text,Question_Text,Option_A,Option_B,Option_C,Option_D,Correct_Option,Reasoning,Chapter/Unit_Name
4,2,"M/s ANS & Associates have been appointed as statutory auditors of Delco Ltd., listed company (referred to as ‘Company’) for the Financial Year 2023 - 24 . Delco Ltd. deals in the manufacture of shoes. During the audit, the auditor found that the company has acquired two subsidiaries namely Sole Ltd. dealing in the manufacture of shoe soles and Soccer Ltd. dealing in the manufacture of kid shoes. The auditors of Sole Ltd. and Soccer Ltd. are M/s XYZ & As sociates. Delco Ltd. has prepared the consolidated financial statements under Indian Accounting Standards and consolidated the financial statements of subsidiary Sole Ltd. during the current financial year. However, the company has not consolidated the financial sta tements of Soccer Ltd., which was also acquired during the current financial year as the company has not yet been able to ascertain the fair values of certain material assets and liabilities of Soccer Ltd. as on the acquisition date. This acquisition is ac counted for as an investment in the books of Delco Ltd. Had the company consolidated the financial statements of both the subsidiaries, there would have been material impact on important elements of the financial statements. At the time of finalization of the Audit Report of the company for the year ended on March 31 st , 202 4 , the auditors are considering their reporting responsibility for non - consolidation of the financial statements of Soccer Limited. The auditors also asked the management to disclose their reason for the non - consolidation of financial of Soccer Ltd. in the notes to accounts. Also, the financial statements of Delco Ltd. of the current financial year include the corresponding figures (without consolidation) of the previous financial year i.e. FY 2022 - 23 . Further, the auditors are also considering the implications on their responsibilities and the management’s responsibilities with respect to the financial statements and in the audit of such financial statements. Based on the above facts, answer the following:","2 . With respect to the corresponding figures of the financial year 2022 - 23 in the current year financial statements, what are the auditor’s reporting responsibility for the same?",The auditor’s opinion should refer to each period for which the financial statements are presented. ,The auditors need to report on the current year financials only be it comparative or corresponding figures. ,The auditor’s opinion shall not refer to the corresponding figures except if the previous period audit report is other than an unqualified opinion or the auditor has sufficient evidence that a material misstatement exists in the financial statement of prior period which was not addressed earlier. ,The auditor has no reporting responsibility for the financial statements of any year other than the current financial year for which they have been appointed.,c,"As per SA 710, t he auditor’s opinion shall not refer to the corresponding figures except if the previous period audit report is other than an unqualified opinion or the auditor has sufficient evidence that a material misstatement exists in the financial statement of prior period which was not addressed earlier .",
4,3,"M/s ANS & Associates have been appointed as statutory auditors of Delco Ltd., listed company (referred to as ‘Company’) for the Financial Year 2023 - 24 . Delco Ltd. deals in the manufacture of shoes. During the audit, the auditor found that the company has acquired two subsidiaries namely Sole Ltd. dealing in the manufacture of shoe soles and Soccer Ltd. dealing in the manufacture of kid shoes. The auditors of Sole Ltd. and Soccer Ltd. are M/s XYZ & As sociates. Delco Ltd. has prepared the consolidated financial statements under Indian Accounting Standards and consolidated the financial statements of subsidiary Sole Ltd. during the current financial year. However, the company has not consolidated the financial sta tements of Soccer Ltd., which was also acquired during the current financial year as the company has not yet been able to ascertain the fair values of certain material assets and liabilities of Soccer Ltd. as on the acquisition date. This acquisition is ac counted for as an investment in the books of Delco Ltd. Had the company consolidated the financial statements of both the subsidiaries, there would have been material impact on important elements of the financial statements. At the time of finalization of the Audit Report of the company for the year ended on March 31 st , 202 4 , the auditors are considering their reporting responsibility for non - consolidation of the financial statements of Soccer Limited. The auditors also asked the management to disclose their reason for the non - consolidation of financial of Soccer Ltd. in the notes to accounts. Also, the financial statements of Delco Ltd. of the current financial year include the corresponding figures (without consolidation) of the previous financial year i.e. FY 2022 - 23 . Further, the auditors are also considering the implications on their responsibilities and the management’s responsibilities with respect to the financial statements and in the audit of such financial statements. Based on the above facts, answer the following:",3 . What is the reporting responsibility of the auditor in case the prior period financial statements are not audited?,The auditors need to report such matter in the Key Audit Matters paragraph in his report. ,The auditors need to report such matter in the Other Matter paragraph in his report. ,The auditor will be responsible for obtaining sufficient appropriate audit evidence that opening balance so not contain any material misstatement. ,Both b & c.,d,"As per SA 710, i f the prior period financial statements were not audited, the auditor shall state in an Other Matter paragraph that the comparative financial statements are unaudited. Such a statement does not, however, relieve the auditor of the requirement to obtain sufficient appropriate audit evidence that the opening balances do not contain misstatements that materially affect the current period’s financial statements",
4,4,"M/s ANS & Associates have been appointed as statutory auditors of Delco Ltd., listed company (referred to as ‘Company’) for the Financial Year 2023 - 24 . Delco Ltd. deals in the manufacture of shoes. During the audit, the auditor found that the company has acquired two subsidiaries namely Sole Ltd. dealing in the manufacture of shoe soles and Soccer Ltd. dealing in the manufacture of kid shoes. The auditors of Sole Ltd. and Soccer Ltd. are M/s XYZ & As sociates. Delco Ltd. has prepared the consolidated financial statements under Indian Accounting Standards and consolidated the financial statements of subsidiary Sole Ltd. during the current financial year. However, the company has not consolidated the financial sta tements of Soccer Ltd., which was also acquired during the current financial year as the company has not yet been able to ascertain the fair values of certain material assets and liabilities of Soccer Ltd. as on the acquisition date. This acquisition is ac counted for as an investment in the books of Delco Ltd. Had the company consolidated the financial statements of both the subsidiaries, there would have been material impact on important elements of the financial statements. At the time of finalization of the Audit Report of the company for the year ended on March 31 st , 202 4 , the auditors are considering their reporting responsibility for non - consolidation of the financial statements of Soccer Limited. The auditors also asked the management to disclose their reason for the non - consolidation of financial of Soccer Ltd. in the notes to accounts. Also, the financial statements of Delco Ltd. of the current financial year include the corresponding figures (without consolidation) of the previous financial year i.e. FY 2022 - 23 . Further, the auditors are also considering the implications on their responsibilities and the management’s responsibilities with respect to the financial statements and in the audit of such financial statements. Based on the above facts, answer the following:",4 . Preparing the financial statements in accordance with the applicable financial reporting framework is the responsibility of the management of Delco Ltd. Which of the following is correct in regard to the disclosure of such management responsibility ?,This is implied responsibility of management and is presumed in an audit of financial statements and therefore need not be specifically mentioned anywhere. ,The management may undertake to accept such responsibility through an engagement letter itself. ,The auditor report should describe the management responsibility in a section with the heading “responsibility of management for financial statements”. ,The auditor’s report should refer to the responsibility of auditors and not that of the management as the same is obvious.,c,"Basic elements of Auditor’s Report include “Responsibilities for the financial statements”. Accordingly, the auditor’s report shall include a section with a heading “Responsibilities of Management for the financial statements”. The auditor’s report shall use the term that is appropriate in the context of the legal framework applicable to the entity .",
4,5,"M/s ANS & Associates have been appointed as statutory auditors of Delco Ltd., listed company (referred to as ‘Company’) for the Financial Year 2023 - 24 . Delco Ltd. deals in the manufacture of shoes. During the audit, the auditor found that the company has acquired two subsidiaries namely Sole Ltd. dealing in the manufacture of shoe soles and Soccer Ltd. dealing in the manufacture of kid shoes. The auditors of Sole Ltd. and Soccer Ltd. are M/s XYZ & As sociates. Delco Ltd. has prepared the consolidated financial statements under Indian Accounting Standards and consolidated the financial statements of subsidiary Sole Ltd. during the current financial year. However, the company has not consolidated the financial sta tements of Soccer Ltd., which was also acquired during the current financial year as the company has not yet been able to ascertain the fair values of certain material assets and liabilities of Soccer Ltd. as on the acquisition date. This acquisition is ac counted for as an investment in the books of Delco Ltd. Had the company consolidated the financial statements of both the subsidiaries, there would have been material impact on important elements of the financial statements. At the time of finalization of the Audit Report of the company for the year ended on March 31 st , 202 4 , the auditors are considering their reporting responsibility for non - consolidation of the financial statements of Soccer Limited. The auditors also asked the management to disclose their reason for the non - consolidation of financial of Soccer Ltd. in the notes to accounts. Also, the financial statements of Delco Ltd. of the current financial year include the corresponding figures (without consolidation) of the previous financial year i.e. FY 2022 - 23 . Further, the auditors are also considering the implications on their responsibilities and the management’s responsibilities with respect to the financial statements and in the audit of such financial statements. Based on the above facts, answer the following:","5 . If the auditors of Delco Ltd. decide to give a qualified/ adverse opinion in the current financial year with respect to the non - consolidation of financials of Soccer Ltd., which of the following is true with regard to the use of EOM paragraph for some oth er matter ?",The auditor cannot add EOM paragraph in his report on any matter as a qualified/ adverse opinion is given by the auditor. ,EOM paragraph on a matter can be added if the auditors’ opinion is neither qualified/ nor adverse in respect to that particular matter and the matter is fundamental to the user’s understanding of financial statements. ,EOM paragraph on any matter can be added in the auditor’s report even if the report is qualified/ adverse with respect to that particular matter. ,EOM paragraph indicates that the auditor’s opinion is modified in respect to the matter emphasized.,b,"As per SA 706, EOM paragraph on a matter can be added if the auditors opinion is neither qualified/ nor adverse in respect to that particular matter and the matter is fundamental to the user’s understanding of financial statements",
4,6,"M/s ANS & Associates have been appointed as statutory auditors of Delco Ltd., listed company (referred to as ‘Company’) for the Financial Year 2023 - 24 . Delco Ltd. deals in the manufacture of shoes. During the audit, the auditor found that the company has acquired two subsidiaries namely Sole Ltd. dealing in the manufacture of shoe soles and Soccer Ltd. dealing in the manufacture of kid shoes. The auditors of Sole Ltd. and Soccer Ltd. are M/s XYZ & As sociates. Delco Ltd. has prepared the consolidated financial statements under Indian Accounting Standards and consolidated the financial statements of subsidiary Sole Ltd. during the current financial year. However, the company has not consolidated the financial sta tements of Soccer Ltd., which was also acquired during the current financial year as the company has not yet been able to ascertain the fair values of certain material assets and liabilities of Soccer Ltd. as on the acquisition date. This acquisition is ac counted for as an investment in the books of Delco Ltd. Had the company consolidated the financial statements of both the subsidiaries, there would have been material impact on important elements of the financial statements. At the time of finalization of the Audit Report of the company for the year ended on March 31 st , 202 4 , the auditors are considering their reporting responsibility for non - consolidation of the financial statements of Soccer Limited. The auditors also asked the management to disclose their reason for the non - consolidation of financial of Soccer Ltd. in the notes to accounts. Also, the financial statements of Delco Ltd. of the current financial year include the corresponding figures (without consolidation) of the previous financial year i.e. FY 2022 - 23 . Further, the auditors are also considering the implications on their responsibilities and the management’s responsibilities with respect to the financial statements and in the audit of such financial statements. Based on the above facts, answer the following:","6 . If the management discloses the fact of non - consolidation of financial statements of Soccer Ltd. in the notes to accounts of the current financial year, what will be the impact on the audit report",The disclosure in notes to accounts is the responsibility of the management preparing the financial statements. As such it will not impact the auditor’s opinion in present case. ,The auditor can ignore the issue of non - consolidation as management is taking the responsibility of the same by disclosing the facts in notes to accounts. ,The auditor should give an unmodified opinion with disclosure of the fact in other matter paragraph. ,The auditor cannot give an adverse or qualified opinion in this case as the management has disclosed the reason of such non consolidation the notes to accounts.,a,"When the auditors include an Emphasis on Matter Paragraph in the auditor’s report, the auditor shall: • Include the paragraph within a separate section of the auditor’s report with an appropriate heading that includes the term “Emphasis on Matter”. • Include in the paragraph a clear reference to the matter being emphasized and to where relevant disclosures that fully describe the matter can be found in the financial statements. The paragraph shall refer only to information presented or disclosed in the financial statements; and • Indicate that the auditor ’ s opinion is not modified in respect to the matter emphasized",
5,1,"The Kranti Bank Ltd. was having 1 50 branches all over India by the year ending 31 st March, 202 4. 10 branches of the bank were already covered for concurrent audit and the Bank’s Audit Committee decided to include the below mentioned branches for concurrent audit from the year 202 3 - 24 . (i) Moradabad branch which started foreign exchange business from December 202 3. (ii) Ludhiana branch whose aggregate deposits were more than 4 5% of the aggregate deposits of the bank. (iii) Mumbai branch which deals in treasury functions like investments and inter bank borrowings but not in bill re - discounting. Mishty and Associates, Chartered Accountants were appointed as the stock auditors by the Bank’s audit committee for ten branches for year 2023 - 24. The Bank’s management appointed and fixed the remuneration of Mishty and Associates, Chartered Accountants as the statutory auditors also for the year 2023 - 24, for the same ten branches for which they were given the assignment of stock audit. At the Kerala branch of the bank there were high value cash deposits in one of the current accounts during June 2023. Your firm has been appointed as the concurrent auditors for the Kerala branch for the year 2023 - 24. The cash collected by the branch was r emitted to the currency chest on the very same day but, during the concurrent audit for the month of April 2023 itself the auditor noticed that the branch was unable to show intimations sent via e - mail to currency chest for the cash remittance. Based on the above facts, answer the following:","1. Mishty and Associates, Chartered Accountants were already appointed for stock audit by the audit committee for the ten branches, so whether Mishty and Associates, Chartered Accountants are authorised to accept the appointment as statutory auditors for the same branches? Select the correct option from the following:","Mishty and Associates, Chartered Accountants can accept the appointment as they were already appointed for the stock audit of those branches by the audit committee. ","Mishty and Associates, Chartered Accountants can accept the appointment as they have been appointed statutory auditors for the same ten branches for which they were conducting stock audit. ","Mishty and Associates, Chartered Accountants cannot accept the appointment as the audit firms should not undertake statutory audit assignment while they are associated with internal assignments in the Bank during the same year. ","Mishty and Associates, Chartered Accountants cannot accept the appointment as it was not offered by the audit committee and Bank’s management is not authorised to appoint the auditors.",c,Internal Assignments in b anks by statutory auditors : The RBI decided that the audit firms should not undertake statutory audit assignments simultaneously when they are associated with internal assignments in the bank during the same year.,
5,2,"The Kranti Bank Ltd. was having 1 50 branches all over India by the year ending 31 st March, 202 4. 10 branches of the bank were already covered for concurrent audit and the Bank’s Audit Committee decided to include the below mentioned branches for concurrent audit from the year 202 3 - 24 . (i) Moradabad branch which started foreign exchange business from December 202 3. (ii) Ludhiana branch whose aggregate deposits were more than 4 5% of the aggregate deposits of the bank. (iii) Mumbai branch which deals in treasury functions like investments and inter bank borrowings but not in bill re - discounting. Mishty and Associates, Chartered Accountants were appointed as the stock auditors by the Bank’s audit committee for ten branches for year 2023 - 24. The Bank’s management appointed and fixed the remuneration of Mishty and Associates, Chartered Accountants as the statutory auditors also for the year 2023 - 24, for the same ten branches for which they were given the assignment of stock audit. At the Kerala branch of the bank there were high value cash deposits in one of the current accounts during June 2023. Your firm has been appointed as the concurrent auditors for the Kerala branch for the year 2023 - 24. The cash collected by the branch was r emitted to the currency chest on the very same day but, during the concurrent audit for the month of April 2023 itself the auditor noticed that the branch was unable to show intimations sent via e - mail to currency chest for the cash remittance. Based on the above facts, answer the following:",2 . Whether the Bank’s Management is authorised to appoint and fix the remuneration of statutory auditors without consulting the Audit Committee of the Board of Directors or members in Annual General Meeting? Select correct option from the following:,Bank’s Management can appoint and fix the remuneration of statutory auditors only in consultation with the Audit Committee of the Board of Directors. ,"Mishty and Associates, Chartered Accountants were already appointed for stock audit by the audit committee, therefore only audit committee was authorised to appoint or fix their remuneration as statutory auditors. ","Mishty and Associates, Chartered Accountants were already appointed for stock audit by the audit committee, so the Bank’s Management is authorised to appoint the same firm as the statutory auditors without consulting the audit committee or members in t he Annual General Meeting. ",Bank’s Management cannot appoint or fix the remuneration of the statutory auditor unless the same is passed by a resolution in the Annual General Meeting of the Bank.,d,"Authority appointing the Auditors - As per the provisions of the relevant enactments, the auditor of a banking company is to be appointed at the annual general meeting of the shareholders, whereas the auditor of a nationalised bank is to be appointed by the concerned bank acting through its Board of Directors. In either case, approval of the Reserve Bank is required before the appointment is made.",
5,3,"The Kranti Bank Ltd. was having 1 50 branches all over India by the year ending 31 st March, 202 4. 10 branches of the bank were already covered for concurrent audit and the Bank’s Audit Committee decided to include the below mentioned branches for concurrent audit from the year 202 3 - 24 . (i) Moradabad branch which started foreign exchange business from December 202 3. (ii) Ludhiana branch whose aggregate deposits were more than 4 5% of the aggregate deposits of the bank. (iii) Mumbai branch which deals in treasury functions like investments and inter bank borrowings but not in bill re - discounting. Mishty and Associates, Chartered Accountants were appointed as the stock auditors by the Bank’s audit committee for ten branches for year 2023 - 24. The Bank’s management appointed and fixed the remuneration of Mishty and Associates, Chartered Accountants as the statutory auditors also for the year 2023 - 24, for the same ten branches for which they were given the assignment of stock audit. At the Kerala branch of the bank there were high value cash deposits in one of the current accounts during June 2023. Your firm has been appointed as the concurrent auditors for the Kerala branch for the year 2023 - 24. The cash collected by the branch was r emitted to the currency chest on the very same day but, during the concurrent audit for the month of April 2023 itself the auditor noticed that the branch was unable to show intimations sent via e - mail to currency chest for the cash remittance. Based on the above facts, answer the following:",. You have been asked by your senior to verify the high value cash deposits at the Kerala branch. What parameters/ documents will you verify as the concurrent auditor of the branch? Select the correct option from the following:,Concurrent auditor has to verify the details of cash remittance to Currency Chest only. ,You need to verify the KYC documents of the customer/s and the reason for high value cash deposit in the account like nature of business or sale of property etc. ,"Verify the KYC documents of the account in which cash is deposited; verify the reason for high value cash deposit in the account like nature of business/ transaction etc.; verify the discrepancies found in the cash of the customer/s, if any and ensure that the records of Currency Chest remittance are maintained properly. ","As a concurrent auditor you need to verify the reason of regular cash deposit in the account/s and the nature of discrepancies, if any, found in cash deposited by the customer/s.",c,"A higher officer or branch manager should verify high - value cash receipts and payments, and the excess cash balance should be remitted to the currency chest daily according to the branch’s retention limit .",
5,4,"The Kranti Bank Ltd. was having 1 50 branches all over India by the year ending 31 st March, 202 4. 10 branches of the bank were already covered for concurrent audit and the Bank’s Audit Committee decided to include the below mentioned branches for concurrent audit from the year 202 3 - 24 . (i) Moradabad branch which started foreign exchange business from December 202 3. (ii) Ludhiana branch whose aggregate deposits were more than 4 5% of the aggregate deposits of the bank. (iii) Mumbai branch which deals in treasury functions like investments and inter bank borrowings but not in bill re - discounting. Mishty and Associates, Chartered Accountants were appointed as the stock auditors by the Bank’s audit committee for ten branches for year 2023 - 24. The Bank’s management appointed and fixed the remuneration of Mishty and Associates, Chartered Accountants as the statutory auditors also for the year 2023 - 24, for the same ten branches for which they were given the assignment of stock audit. At the Kerala branch of the bank there were high value cash deposits in one of the current accounts during June 2023. Your firm has been appointed as the concurrent auditors for the Kerala branch for the year 2023 - 24. The cash collected by the branch was r emitted to the currency chest on the very same day but, during the concurrent audit for the month of April 2023 itself the auditor noticed that the branch was unable to show intimations sent via e - mail to currency chest for the cash remittance. Based on the above facts, answer the following:",4 . How the discrepancy of not preserving the intimations of cash remittances to currency chest by Kerala branch of the bank should be dealt by the concurrent auditor in his audit report? Select correct option from the following:,The auditor should report the matter as a major irregularity in his audit report to the management. ,The auditor should discuss the importance of preserving the hard / soft copy of e - mail sent for cash remittance with the Branch Manager and check for its compliance in the next audit period. ,The auditor should verify the details from e - mail sent to currency chest and close the matter. ,As it is a minor irregularity the auditor can ignore the same.,b,"During the bank audit, it is essential to discuss the importance of preserving the hard / soft copy of e - mail sent for cash remittance with the Branch Manager . T he auditor should also ensure that same is being complied with in the next audit period",
6,1,"ComTeK Limited, a top 1000 listed entity on the BSE by market capitalization for the past two years, sells IT and related equipment directly to consumers through its website. One day, the CFO of the company received a video call from the Managing Director (MD) instructing him to transfer ` 90 lakhs to the bank account of NxT Limited. When questioned by the CFO, the Managing Director explained NxT’s products are fast moving and contribute 30% of the company’s revenue. Further, the amount of payment is within the approved limit and can easily be remitted without any further approval. Satisfied with the explanations, the CFO made the necessary transfer. At the end of the month, while preparing the bank reconciliation statement, the CFO realised that five incremental payments of ` 90 lakhs each had been made to NxT L imited. These payments were unreconciled and do not have any corresponding entry in the books of account. The CFO explained the situation to the MD, reminding him about the video call that had instructed him to make such payments. However, the MD denied making any such video call. The CFO and Managing Director engaged a forensic expert, who observed that the company had cyber - attack using sophisticated AI tools. Investigation further revealed that the video call to the CFO was fake and made from the laptop not owned by the company. The hackers have gained access to the CFO’s laptop and have obtained bank details and its authorisation information. The company filed a police complaint and reported the incident to the appropriate authorities. During the risk assessment process, the auditor of the company determined that the IT environment poses a significant risk. The auditor assessed that the principal financial systems used in the preparation of the financial statements were compromised durin g the cyber - attack. The auditor also focused on the judgements made by management related to the known security incidents. The auditor made inquiries with the Risk Management team and with the Chief Information Officer to understand their assessment of the cybersecurity risk and the measures in place to mitigate this risk, focusing on the principal financial systems used in the preparation of the financial statements. The auditor also communicated with those charged with governance about the cyber inc ident. After completion of necessary procedures, the auditor felt that it had incurred additional efforts to the tune of 20%. The auditor reviewed, with the assistance of specialists, management’s assessment of the potential impact on the principal financi al systems used in the preparation of the financial statements. The management of the company was impressed by the level of detail and diligence employed by the auditor while dealing with the cyber security incident. They particularly appreciated the in - depth knowledge of the auditor, timely involvement of IT specialist by the auditor and experience in dealing wit h cyber - security incidents. The management felt that the auditor would be the right fit for conducting a thorough audit of the IT systems of the company. In order to leverage the auditor’s expertise, the management proposed to engage the auditor to conduct a system audit. The stakeholders of the company believe that Integrated Reporting, as prescribed by the International Integrated Reporting Council, should be prepared by the management. The primary purpose was to explain to providers of financial capital how the company c reates, preserves or erodes value over time. The Integrated Report would provide relevant information, both financial and other, for the benefits of all the stakeholders interested in a company’s ability to create value over time, including employees, cust omers, suppliers, business partners, local communities, legislators, regulators and policy - makers. Based on the above facts, answer the following:","1. In the given case, cyber - attack encountered by the company is known as:",Spoofing ,Denial of Services Attack ,Malware ,Identity Based Attack,a,"Spoofing is when someone or something pretends to be something else in an attempt to gain confidence, get access to systems, steal data, steal money, or spread malware. Spoofing attacks come in many forms, includin g facial spoofing.",
6,2,"ComTeK Limited, a top 1000 listed entity on the BSE by market capitalization for the past two years, sells IT and related equipment directly to consumers through its website. One day, the CFO of the company received a video call from the Managing Director (MD) instructing him to transfer ` 90 lakhs to the bank account of NxT Limited. When questioned by the CFO, the Managing Director explained NxT’s products are fast moving and contribute 30% of the company’s revenue. Further, the amount of payment is within the approved limit and can easily be remitted without any further approval. Satisfied with the explanations, the CFO made the necessary transfer. At the end of the month, while preparing the bank reconciliation statement, the CFO realised that five incremental payments of ` 90 lakhs each had been made to NxT L imited. These payments were unreconciled and do not have any corresponding entry in the books of account. The CFO explained the situation to the MD, reminding him about the video call that had instructed him to make such payments. However, the MD denied making any such video call. The CFO and Managing Director engaged a forensic expert, who observed that the company had cyber - attack using sophisticated AI tools. Investigation further revealed that the video call to the CFO was fake and made from the laptop not owned by the company. The hackers have gained access to the CFO’s laptop and have obtained bank details and its authorisation information. The company filed a police complaint and reported the incident to the appropriate authorities. During the risk assessment process, the auditor of the company determined that the IT environment poses a significant risk. The auditor assessed that the principal financial systems used in the preparation of the financial statements were compromised durin g the cyber - attack. The auditor also focused on the judgements made by management related to the known security incidents. The auditor made inquiries with the Risk Management team and with the Chief Information Officer to understand their assessment of the cybersecurity risk and the measures in place to mitigate this risk, focusing on the principal financial systems used in the preparation of the financial statements. The auditor also communicated with those charged with governance about the cyber inc ident. After completion of necessary procedures, the auditor felt that it had incurred additional efforts to the tune of 20%. The auditor reviewed, with the assistance of specialists, management’s assessment of the potential impact on the principal financi al systems used in the preparation of the financial statements. The management of the company was impressed by the level of detail and diligence employed by the auditor while dealing with the cyber security incident. They particularly appreciated the in - depth knowledge of the auditor, timely involvement of IT specialist by the auditor and experience in dealing wit h cyber - security incidents. The management felt that the auditor would be the right fit for conducting a thorough audit of the IT systems of the company. In order to leverage the auditor’s expertise, the management proposed to engage the auditor to conduct a system audit. The stakeholders of the company believe that Integrated Reporting, as prescribed by the International Integrated Reporting Council, should be prepared by the management. The primary purpose was to explain to providers of financial capital how the company c reates, preserves or erodes value over time. The Integrated Report would provide relevant information, both financial and other, for the benefits of all the stakeholders interested in a company’s ability to create value over time, including employees, cust omers, suppliers, business partners, local communities, legislators, regulators and policy - makers. Based on the above facts, answer the following:",2. The engagement partner is confused as to whether the audit report would be impacted by the cyber - attack instance. What is the appropriate reporting implication:,No implication in the audit report since the financial loss has already been recognised in the financial statements. ,Qualify audit opinion as the amount of loss due to cyber - attack is incremental and does not emanate from its operating activity. ,Include an Emphasis of Matter paragraph as cyber security incidents are by default fundamental to the attention to the users of the financial statements. ,Report as a Key Audit Matter since the cyber inciden t was of most significance in the audit of the financial statements of the current period.,d,"As per SA 701, Key Audit Matters are those matters that, in the auditor’s professional judgment, were of most significance in the audit of the financial statements of the current period. Key Audit Matters are selected from matters communicated with those charged with governance.",
6,3,"ComTeK Limited, a top 1000 listed entity on the BSE by market capitalization for the past two years, sells IT and related equipment directly to consumers through its website. One day, the CFO of the company received a video call from the Managing Director (MD) instructing him to transfer ` 90 lakhs to the bank account of NxT Limited. When questioned by the CFO, the Managing Director explained NxT’s products are fast moving and contribute 30% of the company’s revenue. Further, the amount of payment is within the approved limit and can easily be remitted without any further approval. Satisfied with the explanations, the CFO made the necessary transfer. At the end of the month, while preparing the bank reconciliation statement, the CFO realised that five incremental payments of ` 90 lakhs each had been made to NxT L imited. These payments were unreconciled and do not have any corresponding entry in the books of account. The CFO explained the situation to the MD, reminding him about the video call that had instructed him to make such payments. However, the MD denied making any such video call. The CFO and Managing Director engaged a forensic expert, who observed that the company had cyber - attack using sophisticated AI tools. Investigation further revealed that the video call to the CFO was fake and made from the laptop not owned by the company. The hackers have gained access to the CFO’s laptop and have obtained bank details and its authorisation information. The company filed a police complaint and reported the incident to the appropriate authorities. During the risk assessment process, the auditor of the company determined that the IT environment poses a significant risk. The auditor assessed that the principal financial systems used in the preparation of the financial statements were compromised durin g the cyber - attack. The auditor also focused on the judgements made by management related to the known security incidents. The auditor made inquiries with the Risk Management team and with the Chief Information Officer to understand their assessment of the cybersecurity risk and the measures in place to mitigate this risk, focusing on the principal financial systems used in the preparation of the financial statements. The auditor also communicated with those charged with governance about the cyber inc ident. After completion of necessary procedures, the auditor felt that it had incurred additional efforts to the tune of 20%. The auditor reviewed, with the assistance of specialists, management’s assessment of the potential impact on the principal financi al systems used in the preparation of the financial statements. The management of the company was impressed by the level of detail and diligence employed by the auditor while dealing with the cyber security incident. They particularly appreciated the in - depth knowledge of the auditor, timely involvement of IT specialist by the auditor and experience in dealing wit h cyber - security incidents. The management felt that the auditor would be the right fit for conducting a thorough audit of the IT systems of the company. In order to leverage the auditor’s expertise, the management proposed to engage the auditor to conduct a system audit. The stakeholders of the company believe that Integrated Reporting, as prescribed by the International Integrated Reporting Council, should be prepared by the management. The primary purpose was to explain to providers of financial capital how the company c reates, preserves or erodes value over time. The Integrated Report would provide relevant information, both financial and other, for the benefits of all the stakeholders interested in a company’s ability to create value over time, including employees, cust omers, suppliers, business partners, local communities, legislators, regulators and policy - makers. Based on the above facts, answer the following:",3. The company wants to prepare an Integrated Report as contained in the International Integrated Reporting Council and endorsed by SEBI. The Company Secretary is of the view that an Integrated Report is mandatory for a listed entity. Which of the following is correct in this regard?,The view of Company Secretary is correct since the company meet the qualifying threshold i.e. Top 1000 listed entity by market capitalisation at the end of the previous year. ,The view of company Secretary is incorrect as Integrated Reporting is voluntary for the top 500 listed entities. ,The view of Company Secretary is correct as the company meet the qualifying threshold i.e. Top 1000 listed entity by market capitalisation at the end of the current year. ,The view of Company Secretary is incorrect since Integrated Reporting is voluntary for the top 1000 listed entities.,b,SEBI Circular provides that Integrated Reporting may be adopted on a voluntary basis from FY 2017 - 18 by top 500 companies .,
