Case_Study_ID,Question_ID,Scenario_Text,Question_Text,Option_A,Option_B,Option_C,Option_D,Correct_Option,Reasoning
6,1,"Hydrogen fuel cells are the cutting-edge technological development that is slated to replace standard petrol / diesel engines in large motor vehicles like buses and trucks. Green energy initiatives that reduce carbon emissions are the need of the hour, such ventures are being encouraged by the Governments across the globe through various policy initiatives. In order to have a viable business in place, an entire eco-system for supporting this technology is being developed in the form of service centres, hydrogen fuel storage and distribution centres and other infrastructural needs. H-Power is a large petroleum oil refining company that has in the past 5 years forayed into manufacturing Green Hydrogen fuel cells business. Green Hydrogen fuel is being considered more environment friendly as compared to Grey Hydrogen fuel as the later uses fossil fuel like natural gas or coal in its production. On the other hand, Green Hydrogen uses solar and wind power in its production and hence is considered more environment friendly. Green Hydrogen can help reduce emission levels drastically. Hydrogen as a gas is found in scare quantity on earth. Rather, it is found abundantly as being part of water, which is composed of Hydrogen and Oxygen. An electrolyser splits water into hydrogen and oxygen and is hence a very useful component in the production of Green Hydrogen. Ecopower is a company (Global Rank 110) that manufactures hydrogen electrolysers. Ecopower has been a supplier of electrolysers to H-Power for its Hydrogen fuel cell business. Recently, H-Power has been in talks with Ecopower for acquisition of company for a sum of $1 billion. The acquisition would help strengthen H-Powerâ€™s production capabilities. Building production capabilities are very capital- intensive requiring billions of dollars of investment. The adoption of hydrogen fuel technology is dependent on the cost of production of hydrogen fuel. Currently, the cost of producing Grey Hydrogen is much lower than the cost of producing Green Hydrogen. Hence, the adoption of Grey Hydrogen is more popular among both fuel cell manufacturers and manufacturers of buses and trucks. Lately, H-Power has started collaborating closely with the car and truck manufacturers to help them understand Green Hydrogen technology. It has convinced few large car and truck manufacturers to revise its engines to accommodate Green Hydrogen fuel cells on an experimental basis.",1. Acquisition of Ecopower by H-Power would be an example of:,Horizontal Integration,Backward Vertical Integration,Forward Integration,Cost Integration,b,"Reason The correct answer is Backward Vertical Integration. Ecopower is the supplier of H-Power. With this acquisition, H-Power would be able to control more levels of the supply chain, hence it is a vertical integration. Since this would be acquisition of a supplier, it would be backward vertical integration."
6,2,"Hydrogen fuel cells are the cutting-edge technological development that is slated to replace standard petrol / diesel engines in large motor vehicles like buses and trucks. Green energy initiatives that reduce carbon emissions are the need of the hour, such ventures are being encouraged by the Governments across the globe through various policy initiatives. In order to have a viable business in place, an entire eco-system for supporting this technology is being developed in the form of service centres, hydrogen fuel storage and distribution centres and other infrastructural needs. H-Power is a large petroleum oil refining company that has in the past 5 years forayed into manufacturing Green Hydrogen fuel cells business. Green Hydrogen fuel is being considered more environment friendly as compared to Grey Hydrogen fuel as the later uses fossil fuel like natural gas or coal in its production. On the other hand, Green Hydrogen uses solar and wind power in its production and hence is considered more environment friendly. Green Hydrogen can help reduce emission levels drastically. Hydrogen as a gas is found in scare quantity on earth. Rather, it is found abundantly as being part of water, which is composed of Hydrogen and Oxygen. An electrolyser splits water into hydrogen and oxygen and is hence a very useful component in the production of Green Hydrogen. Ecopower is a company (Global Rank 110) that manufactures hydrogen electrolysers. Ecopower has been a supplier of electrolysers to H-Power for its Hydrogen fuel cell business. Recently, H-Power has been in talks with Ecopower for acquisition of company for a sum of $1 billion. The acquisition would help strengthen H-Powerâ€™s production capabilities. Building production capabilities are very capital- intensive requiring billions of dollars of investment. The adoption of hydrogen fuel technology is dependent on the cost of production of hydrogen fuel. Currently, the cost of producing Grey Hydrogen is much lower than the cost of producing Green Hydrogen. Hence, the adoption of Grey Hydrogen is more popular among both fuel cell manufacturers and manufacturers of buses and trucks. Lately, H-Power has started collaborating closely with the car and truck manufacturers to help them understand Green Hydrogen technology. It has convinced few large car and truck manufacturers to revise its engines to accommodate Green Hydrogen fuel cells on an experimental basis.","Given the information in the above scenario, which of Michael Porterâ€™s Five forces should H-Power consider as a concern to its business: i Bargaining power of suppliers ii Bargaining power of buyers iii Threat of substitutes iv Threat of new entrants",i and ii,i and iii,ii and iii,iii and iv,c,"Reason The correct answer is threat of substitutes and the bargaining power of buyers. Threat of substitutes, Grey Hydrogen is a substitute to Green Hydrogen. The cost of producing Grey Hydrogen is much lower than the cost of producing Green Hydrogen. This leads to bargaining power of buyers, who are the bus and truck manufacturers. The buyers due to the cost advantage are preferring Grey over Green Hydrogen. Hence, to make the transition to Green Hydrogen, H-Power should be able to convince them of the viability of Green Hydrogen technology."
6,3,"Hydrogen fuel cells are the cutting-edge technological development that is slated to replace standard petrol / diesel engines in large motor vehicles like buses and trucks. Green energy initiatives that reduce carbon emissions are the need of the hour, such ventures are being encouraged by the Governments across the globe through various policy initiatives. In order to have a viable business in place, an entire eco-system for supporting this technology is being developed in the form of service centres, hydrogen fuel storage and distribution centres and other infrastructural needs. H-Power is a large petroleum oil refining company that has in the past 5 years forayed into manufacturing Green Hydrogen fuel cells business. Green Hydrogen fuel is being considered more environment friendly as compared to Grey Hydrogen fuel as the later uses fossil fuel like natural gas or coal in its production. On the other hand, Green Hydrogen uses solar and wind power in its production and hence is considered more environment friendly. Green Hydrogen can help reduce emission levels drastically. Hydrogen as a gas is found in scare quantity on earth. Rather, it is found abundantly as being part of water, which is composed of Hydrogen and Oxygen. An electrolyser splits water into hydrogen and oxygen and is hence a very useful component in the production of Green Hydrogen. Ecopower is a company (Global Rank 110) that manufactures hydrogen electrolysers. Ecopower has been a supplier of electrolysers to H-Power for its Hydrogen fuel cell business. Recently, H-Power has been in talks with Ecopower for acquisition of company for a sum of $1 billion. The acquisition would help strengthen H-Powerâ€™s production capabilities. Building production capabilities are very capital- intensive requiring billions of dollars of investment. The adoption of hydrogen fuel technology is dependent on the cost of production of hydrogen fuel. Currently, the cost of producing Grey Hydrogen is much lower than the cost of producing Green Hydrogen. Hence, the adoption of Grey Hydrogen is more popular among both fuel cell manufacturers and manufacturers of buses and trucks. Lately, H-Power has started collaborating closely with the car and truck manufacturers to help them understand Green Hydrogen technology. It has convinced few large car and truck manufacturers to revise its engines to accommodate Green Hydrogen fuel cells on an experimental basis.",The transition that H-Power is adopting by foraying Green Hydrogen fuel cells affects which aspect of Triple Bottom Line concept of business?,Planet,Profit,People,Investment,a,"Reason The correct answer is Planet, Green Hydrogen fuel cells are environmentally friendly. H-Power is transitioning its business from fossil fuel-based Oil Refining business into Green Hydrogen fuels cell manufacturing. This has a positive impact on the Planet / environment."
6,4,"Hydrogen fuel cells are the cutting-edge technological development that is slated to replace standard petrol / diesel engines in large motor vehicles like buses and trucks. Green energy initiatives that reduce carbon emissions are the need of the hour, such ventures are being encouraged by the Governments across the globe through various policy initiatives. In order to have a viable business in place, an entire eco-system for supporting this technology is being developed in the form of service centres, hydrogen fuel storage and distribution centres and other infrastructural needs. H-Power is a large petroleum oil refining company that has in the past 5 years forayed into manufacturing Green Hydrogen fuel cells business. Green Hydrogen fuel is being considered more environment friendly as compared to Grey Hydrogen fuel as the later uses fossil fuel like natural gas or coal in its production. On the other hand, Green Hydrogen uses solar and wind power in its production and hence is considered more environment friendly. Green Hydrogen can help reduce emission levels drastically. Hydrogen as a gas is found in scare quantity on earth. Rather, it is found abundantly as being part of water, which is composed of Hydrogen and Oxygen. An electrolyser splits water into hydrogen and oxygen and is hence a very useful component in the production of Green Hydrogen. Ecopower is a company (Global Rank 110) that manufactures hydrogen electrolysers. Ecopower has been a supplier of electrolysers to H-Power for its Hydrogen fuel cell business. Recently, H-Power has been in talks with Ecopower for acquisition of company for a sum of $1 billion. The acquisition would help strengthen H-Powerâ€™s production capabilities. Building production capabilities are very capital- intensive requiring billions of dollars of investment. The adoption of hydrogen fuel technology is dependent on the cost of production of hydrogen fuel. Currently, the cost of producing Grey Hydrogen is much lower than the cost of producing Green Hydrogen. Hence, the adoption of Grey Hydrogen is more popular among both fuel cell manufacturers and manufacturers of buses and trucks. Lately, H-Power has started collaborating closely with the car and truck manufacturers to help them understand Green Hydrogen technology. It has convinced few large car and truck manufacturers to revise its engines to accommodate Green Hydrogen fuel cells on an experimental basis.","Assuming that H-Power is able to develop commercially viable Green Hydrogen fuel cells for buses and trucks, with not much change in cost of production from current levels, this technology will represent which of the following business factor:",Critical Success Factor leading to cost leadership,Key Performance Indicator leading to product differentiation,Commercial Business Factor leading to cost leadership,Core Competency leading to product differentiation,d,"Reason The correct answer is Core Competency leading to product differentiation. Core Competency is a unique preposition which help firm to stand ahead in industry by serving value to its customers. Core Competency leads to either cost leadership or product differentiation, which are primary source for firm to gain competitive advantage. In the case of H-Power a commercially viable Green Hydrogen fuel cell technology that results in very low emissions will represent a competency that will give it competitive advantage over its rivals. This leads to product differentiation. Critical Success Factor articulates what the company must do, and do well, to achieve the goals outlined in its strategic plan. In this case, H-Power had to make the technology commercially viable, but it does not lead towards cost leadership at the current cost of production. Rather preference of Green Hydrogen over Grey Hydrogen will be based on product differentiation. Key Performance Indicator measure the performance of business organisation regarding a particular Critical Success Factor."
6,5,"Hydrogen fuel cells are the cutting-edge technological development that is slated to replace standard petrol / diesel engines in large motor vehicles like buses and trucks. Green energy initiatives that reduce carbon emissions are the need of the hour, such ventures are being encouraged by the Governments across the globe through various policy initiatives. In order to have a viable business in place, an entire eco-system for supporting this technology is being developed in the form of service centres, hydrogen fuel storage and distribution centres and other infrastructural needs. H-Power is a large petroleum oil refining company that has in the past 5 years forayed into manufacturing Green Hydrogen fuel cells business. Green Hydrogen fuel is being considered more environment friendly as compared to Grey Hydrogen fuel as the later uses fossil fuel like natural gas or coal in its production. On the other hand, Green Hydrogen uses solar and wind power in its production and hence is considered more environment friendly. Green Hydrogen can help reduce emission levels drastically. Hydrogen as a gas is found in scare quantity on earth. Rather, it is found abundantly as being part of water, which is composed of Hydrogen and Oxygen. An electrolyser splits water into hydrogen and oxygen and is hence a very useful component in the production of Green Hydrogen. Ecopower is a company (Global Rank 110) that manufactures hydrogen electrolysers. Ecopower has been a supplier of electrolysers to H-Power for its Hydrogen fuel cell business. Recently, H-Power has been in talks with Ecopower for acquisition of company for a sum of $1 billion. The acquisition would help strengthen H-Powerâ€™s production capabilities. Building production capabilities are very capital- intensive requiring billions of dollars of investment. The adoption of hydrogen fuel technology is dependent on the cost of production of hydrogen fuel. Currently, the cost of producing Grey Hydrogen is much lower than the cost of producing Green Hydrogen. Hence, the adoption of Grey Hydrogen is more popular among both fuel cell manufacturers and manufacturers of buses and trucks. Lately, H-Power has started collaborating closely with the car and truck manufacturers to help them understand Green Hydrogen technology. It has convinced few large car and truck manufacturers to revise its engines to accommodate Green Hydrogen fuel cells on an experimental basis.",Which of the following parameters is not a test for core competency?,Cost advantage,Difficulty in imitation by competitors,Relevance to the customer,Breadth of application in terms of the potential markets it can open up,a,Reason The correct answer is Cost advantage is not a test of core competency.
6,6,"Hydrogen fuel cells are the cutting-edge technological development that is slated to replace standard petrol / diesel engines in large motor vehicles like buses and trucks. Green energy initiatives that reduce carbon emissions are the need of the hour, such ventures are being encouraged by the Governments across the globe through various policy initiatives. In order to have a viable business in place, an entire eco-system for supporting this technology is being developed in the form of service centres, hydrogen fuel storage and distribution centres and other infrastructural needs. H-Power is a large petroleum oil refining company that has in the past 5 years forayed into manufacturing Green Hydrogen fuel cells business. Green Hydrogen fuel is being considered more environment friendly as compared to Grey Hydrogen fuel as the later uses fossil fuel like natural gas or coal in its production. On the other hand, Green Hydrogen uses solar and wind power in its production and hence is considered more environment friendly. Green Hydrogen can help reduce emission levels drastically. Hydrogen as a gas is found in scare quantity on earth. Rather, it is found abundantly as being part of water, which is composed of Hydrogen and Oxygen. An electrolyser splits water into hydrogen and oxygen and is hence a very useful component in the production of Green Hydrogen. Ecopower is a company (Global Rank 110) that manufactures hydrogen electrolysers. Ecopower has been a supplier of electrolysers to H-Power for its Hydrogen fuel cell business. Recently, H-Power has been in talks with Ecopower for acquisition of company for a sum of $1 billion. The acquisition would help strengthen H-Powerâ€™s production capabilities. Building production capabilities are very capital- intensive requiring billions of dollars of investment. The adoption of hydrogen fuel technology is dependent on the cost of production of hydrogen fuel. Currently, the cost of producing Grey Hydrogen is much lower than the cost of producing Green Hydrogen. Hence, the adoption of Grey Hydrogen is more popular among both fuel cell manufacturers and manufacturers of buses and trucks. Lately, H-Power has started collaborating closely with the car and truck manufacturers to help them understand Green Hydrogen technology. It has convinced few large car and truck manufacturers to revise its engines to accommodate Green Hydrogen fuel cells on an experimental basis.","In the case scenario, an ecosystem is being built for Hydrogen fuel cells which includes manufacturers of fuel cells like H-Power, their suppliers like Ecopower, customers like manufacturers of buses and trucks, other infrastructure providers like service centres, hydrogen fuel storage and distribution centres and other infrastructural need providers. Business ecosystems influence cost, value and performance which is explained in the form of flywheels. Match the following actions to the respective flywheel: Action Flywheel i. Partnering with universities to improve current Green Hydrogen Technology in terms of efficiency and effectiveness a. Cost Flywheel ii. Exploring application in other industries like fertilizer and bulk chemicals b. Data Flywheel iii. Exploring the ability to achieve economies of scale in production of Green Hydrogen c. Growth Flywheel","i-b, ii- c, and iii- a","i- c, ii- b, and iii- a","i- a, ii- c, and iii- b","i- c, ii- b and iii- a",a,"Reason The correct answer is i- b, ii- c, and iii- a. Partnering with universities to improve current Green Hydrogen Technology in terms of efficiency and effectiveness â€“ Data Flywheel, because this action provides data for deeper and better insight that enables Research and Development work in the Hydrogen fuel industry. Exploring application in other industries like fertilizer and bulk chemicals â€“ Growth Flywheel, since this move explores application of value proposition to increase the network of users and consumers of Green Hydrogen technology. Exploring the ability to achieve economies of scale in production of Green Hydrogen â€“ Cost Flywheel, since achieving economies of scale in production of Green Hydrogen will help distribute the fixed cost of production over larger production quantity, thereby helping reduce the unit cost of production."
7,1,"Ski Slope had planned, when it originally designed its budget, to buy its artificial ice for ` 10/ per kg. However, due to subsequent innovations in technology, producers slashed their prices to ` 9.70 per kg. and this figure is now considered to be a general market price for the purpose of performance assessment for the budget period. The actual price paid was ` 9.50, as the Ski Slope procurement department negotiated strongly for a better price. The other information relating to that period were as follows: Original Standards (ex-ante) Revised Standards (ex-post) Actual (5,500 units) 5,500 units Ã— 5 Kgs. Ã— ` 10 ` 2,75,000 5,500 units Ã— 4.75 Kgs. Ã— ` 9.70 ` 2,53,412.50 27,225 Kgs. Ã— ` 9.50 ` 2,58,637.50",1. Traditional Variances for â€˜Iceâ€™ are as under:,"Usage Variance ` 2,750 (F); Price Variance ` 13,612.50 (F)","Usage Variance ` 13,750 (A); Price Variance ` 16,362.50 (F)","Usage Variance ` 2,750 (F); Price Variance ` 13,612.50 (A)","Usage Variance ` 10,670 (A); Price Variance ` 5,554 (A)",a,"Reason Traditional Variances Usage Variance = (27,500 Kgs. â€“ 27,225 Kgs.) Ã— ` 10 = ` 2,750 (F) Price Variance = ( ` 10 â€“ 9.50) Ã— 27,225 Kgs. = ` 13,612.50 (F)"
7,2,"Ski Slope had planned, when it originally designed its budget, to buy its artificial ice for ` 10/ per kg. However, due to subsequent innovations in technology, producers slashed their prices to ` 9.70 per kg. and this figure is now considered to be a general market price for the purpose of performance assessment for the budget period. The actual price paid was ` 9.50, as the Ski Slope procurement department negotiated strongly for a better price. The other information relating to that period were as follows: Original Standards (ex-ante) Revised Standards (ex-post) Actual (5,500 units) 5,500 units Ã— 5 Kgs. Ã— ` 10 ` 2,75,000 5,500 units Ã— 4.75 Kgs. Ã— ` 9.70 ` 2,53,412.50 27,225 Kgs. Ã— ` 9.50 ` 2,58,637.50",Operational Variances for â€˜Iceâ€™ are as under:,"Usage Variance ` 10,670 (F); Price Variance ` 5,225 (A)","Usage Variance ` 13,750 (A); Price Variance ` 5,225 (F)","Usage Variance ` 10,670 (A); Price Variance ` 5,445 (F)","Usage Variance ` 10,760 (F); Price Variance ` 5,445 (A)",c,"Reason Operational Variances Usage Variance = (26,125 Kgs. â€“ 27,225 Kgs.) Ã— ` 9.70 = ` 10,670 (A) Price Variance = ( ` 9.70 â€“ ` 9.50) Ã— 27,225 Kgs. = `"
7,3,"Ski Slope had planned, when it originally designed its budget, to buy its artificial ice for ` 10/ per kg. However, due to subsequent innovations in technology, producers slashed their prices to ` 9.70 per kg. and this figure is now considered to be a general market price for the purpose of performance assessment for the budget period. The actual price paid was ` 9.50, as the Ski Slope procurement department negotiated strongly for a better price. The other information relating to that period were as follows: Original Standards (ex-ante) Revised Standards (ex-post) Actual (5,500 units) 5,500 units Ã— 5 Kgs. Ã— ` 10 ` 2,75,000 5,500 units Ã— 4.75 Kgs. Ã— ` 9.70 ` 2,53,412.50 27,225 Kgs. Ã— ` 9.50 ` 2,58,637.50",Planning Variances for â€˜Iceâ€™ are as under:,"Usage Variance ` 13,750 (F); Price Variance ` 8,737.50 (A)","Usage Variance ` 13,570 (A); Price Variance ` 7,837.50 (F)","Usage Variance ` 21,587 (A); Price Variance ` 8,737.50 (A)","Usage Variance ` 13,750 (F); Price Variance ` 7,837.50 (F)",d,"Reason Planning Variances Usage Variance = (27,500 Kgs. â€“ 26,125 Kgs.) Ã— ` 10 = ` 13,750 (F) Price Variance = ( ` 10 â€“ = ` 7,837.50 (F)"
7,4,"Ski Slope had planned, when it originally designed its budget, to buy its artificial ice for ` 10/ per kg. However, due to subsequent innovations in technology, producers slashed their prices to ` 9.70 per kg. and this figure is now considered to be a general market price for the purpose of performance assessment for the budget period. The actual price paid was ` 9.50, as the Ski Slope procurement department negotiated strongly for a better price. The other information relating to that period were as follows: Original Standards (ex-ante) Revised Standards (ex-post) Actual (5,500 units) 5,500 units Ã— 5 Kgs. Ã— ` 10 ` 2,75,000 5,500 units Ã— 4.75 Kgs. Ã— ` 9.70 ` 2,53,412.50 27,225 Kgs. Ã— ` 9.50 ` 2,58,637.50",The better negotiation of a price should be recognised as an ___________ matter.,Operational,Financial,Planning,Marketing,a,"Reason The better negotiation of a price should be recognised as an operational matter. Operational variances are self-evidently under the control of operational management, so operational efficiency must be assessed with only these figures in mind."
7,5,"Ski Slope had planned, when it originally designed its budget, to buy its artificial ice for ` 10/ per kg. However, due to subsequent innovations in technology, producers slashed their prices to ` 9.70 per kg. and this figure is now considered to be a general market price for the purpose of performance assessment for the budget period. The actual price paid was ` 9.50, as the Ski Slope procurement department negotiated strongly for a better price. The other information relating to that period were as follows: Original Standards (ex-ante) Revised Standards (ex-post) Actual (5,500 units) 5,500 units Ã— 5 Kgs. Ã— ` 10 ` 2,75,000 5,500 units Ã— 4.75 Kgs. Ã— ` 9.70 ` 2,53,412.50 27,225 Kgs. Ã— ` 9.50 ` 2,58,637.50","An innovation in technology is _______ the control of Ski Slope and is, by nature, a __________ â€˜errorâ€™.","Under, Operational","Outside, Technological","Outside, Planning","Outside, Marketing",c,"Reason An innovation in technology is outside the control of Ski Slope and is, by nature, a planning â€˜errorâ€™. Planning variances are generally not controllable. Where a revision of standards is required due to environmental/ technological changes that were not anticipated at the time the budget was prepared, the planning variances are truly uncontrollable. However, standards that failed to anticipate known market trends when they were set will reflect faulty standard-setting: it could be argued that these variances were controllable at the planning stage."
8,1,"National Fabric Company (NFC) is a leading manufacturer of Khadi fabric that is further made up into dresses and suits. NFC was established 4 decades ago and presently enjoys the reputation as producer of quality fabric. The popularity of â€œMade in Indiaâ€ concept in the recent years, has led to a change in demand for Khadi fabric. NFC manufactures this fabric in designs established many years ago keeping its traditional nature intact. The manufactured fabric is further sold to designing and weaving companies who would then covert them into traditional Khadi attire like Kurtas, shirts etc. Hence, currently NFC does have any direct reach with textile retail outlets or final customers. Management team at NFC believe in integration (vertical and horizontal) and diversification (product range or market reach) as tool of risk reduction and value enhancement (profit too). NFC opts for acquiring â€˜Skylark Designer Clothingâ€™ (SDC). SDC is operating in designing and weaving of fabric into fashion wears which are mainly made from modern fabric material (for example satin, chiffon, velvet etc.) that give required gloss, style and look. SDC is targeting the customers who are in age group from 18 to 30 years. Customers in this category comprise of fashion-conscious youth, for whom looking â€œin vogueâ€ would be a desired preference. Due to its high- quality sourcing of materials, young and dynamic fashion designers and well spread distribution channels, SDC is a very profitable enterprise. SDCâ€™s apparel are sold in different retail textile outlets that have a national presence. The management of NFC plans to retain the fashion apparel line of SDC. However, it plans to scale up the operations of SDC to include the next age group category of 30 to 50 years. The end user customers of this category are generally price sensitive. However, they have higher disposable income as compared to the age group category of 18 to 30 years. Therefore, demand is likely to be at least 8 times more than the demand generated by the 18 to 30 year category. Since, the scale of operations is expanding many times over, NFC plans for SDC to manufacture its own fabric instead of relying on external vendors. For the 30 to 50 year category, the quality of fabric will be of a lower grade as compared to the other segment. A detailed market research is undertaken to understand the fashion apparel industry. NFC finds that there are many players in the 30- to-50-year category. Retail outlets hence have a variety of suppliers to choose from for the fashion apparel for the 30-to-50-year category. Hence, due to high competition and price sensitive end users, it is difficult to negotiate a premium price for the apparel for this category. Therefore, NFC finds the profit margin per apparel unit in this venture will be much lower. The management of NFC thereby concludes that due to the different market conditions, the pricing strategies for the 18 to 30 year category and the 30 to 50 year category will be different. In order to increase profitability NFC plans to circumvent even the retail outlets and reach out to the direct customers directly via online website portals. It plans to ship the orders using private courier service. This is aimed at both the segments of customers of SDC.","1. By manufacturing lower grade cloth for use for the price sensitive 30 to 50 year age category, what competitive advantage is NFC trying to achieve?",Broad Target with Differentiation,Narrow Target with Differentiation Focus,Broad Target with Cost Leadership,Narrow Target with Cost Focus,d,"Reason The correct answer is Narrow target with cost focus NFC is focussing on reducing the cost of production by using lower grade cloth specifically for the 30 to 50 year age category. Hence, the advantage will have narrow target with focus on cost for that particular category."
8,2,"National Fabric Company (NFC) is a leading manufacturer of Khadi fabric that is further made up into dresses and suits. NFC was established 4 decades ago and presently enjoys the reputation as producer of quality fabric. The popularity of â€œMade in Indiaâ€ concept in the recent years, has led to a change in demand for Khadi fabric. NFC manufactures this fabric in designs established many years ago keeping its traditional nature intact. The manufactured fabric is further sold to designing and weaving companies who would then covert them into traditional Khadi attire like Kurtas, shirts etc. Hence, currently NFC does have any direct reach with textile retail outlets or final customers. Management team at NFC believe in integration (vertical and horizontal) and diversification (product range or market reach) as tool of risk reduction and value enhancement (profit too). NFC opts for acquiring â€˜Skylark Designer Clothingâ€™ (SDC). SDC is operating in designing and weaving of fabric into fashion wears which are mainly made from modern fabric material (for example satin, chiffon, velvet etc.) that give required gloss, style and look. SDC is targeting the customers who are in age group from 18 to 30 years. Customers in this category comprise of fashion-conscious youth, for whom looking â€œin vogueâ€ would be a desired preference. Due to its high- quality sourcing of materials, young and dynamic fashion designers and well spread distribution channels, SDC is a very profitable enterprise. SDCâ€™s apparel are sold in different retail textile outlets that have a national presence. The management of NFC plans to retain the fashion apparel line of SDC. However, it plans to scale up the operations of SDC to include the next age group category of 30 to 50 years. The end user customers of this category are generally price sensitive. However, they have higher disposable income as compared to the age group category of 18 to 30 years. Therefore, demand is likely to be at least 8 times more than the demand generated by the 18 to 30 year category. Since, the scale of operations is expanding many times over, NFC plans for SDC to manufacture its own fabric instead of relying on external vendors. For the 30 to 50 year category, the quality of fabric will be of a lower grade as compared to the other segment. A detailed market research is undertaken to understand the fashion apparel industry. NFC finds that there are many players in the 30- to-50-year category. Retail outlets hence have a variety of suppliers to choose from for the fashion apparel for the 30-to-50-year category. Hence, due to high competition and price sensitive end users, it is difficult to negotiate a premium price for the apparel for this category. Therefore, NFC finds the profit margin per apparel unit in this venture will be much lower. The management of NFC thereby concludes that due to the different market conditions, the pricing strategies for the 18 to 30 year category and the 30 to 50 year category will be different. In order to increase profitability NFC plans to circumvent even the retail outlets and reach out to the direct customers directly via online website portals. It plans to ship the orders using private courier service. This is aimed at both the segments of customers of SDC.",Which of the following maybe a point of concern in end to end production of fashion apparel?,Access to customer specifications and customer related data,"Control over production, pricing and marketing",Complexity of value system,Improves profitability,c,Reason NFC is going from being a manufacturer of Khadi fabric sold to weaver and designers and is expanding into an end-to-end business in fashion apparel (manufacturing up to sales and delivery). The expansion of operations will make the value chain more complex with many linkages that NFC must have the capability to attend to.
8,3,"National Fabric Company (NFC) is a leading manufacturer of Khadi fabric that is further made up into dresses and suits. NFC was established 4 decades ago and presently enjoys the reputation as producer of quality fabric. The popularity of â€œMade in Indiaâ€ concept in the recent years, has led to a change in demand for Khadi fabric. NFC manufactures this fabric in designs established many years ago keeping its traditional nature intact. The manufactured fabric is further sold to designing and weaving companies who would then covert them into traditional Khadi attire like Kurtas, shirts etc. Hence, currently NFC does have any direct reach with textile retail outlets or final customers. Management team at NFC believe in integration (vertical and horizontal) and diversification (product range or market reach) as tool of risk reduction and value enhancement (profit too). NFC opts for acquiring â€˜Skylark Designer Clothingâ€™ (SDC). SDC is operating in designing and weaving of fabric into fashion wears which are mainly made from modern fabric material (for example satin, chiffon, velvet etc.) that give required gloss, style and look. SDC is targeting the customers who are in age group from 18 to 30 years. Customers in this category comprise of fashion-conscious youth, for whom looking â€œin vogueâ€ would be a desired preference. Due to its high- quality sourcing of materials, young and dynamic fashion designers and well spread distribution channels, SDC is a very profitable enterprise. SDCâ€™s apparel are sold in different retail textile outlets that have a national presence. The management of NFC plans to retain the fashion apparel line of SDC. However, it plans to scale up the operations of SDC to include the next age group category of 30 to 50 years. The end user customers of this category are generally price sensitive. However, they have higher disposable income as compared to the age group category of 18 to 30 years. Therefore, demand is likely to be at least 8 times more than the demand generated by the 18 to 30 year category. Since, the scale of operations is expanding many times over, NFC plans for SDC to manufacture its own fabric instead of relying on external vendors. For the 30 to 50 year category, the quality of fabric will be of a lower grade as compared to the other segment. A detailed market research is undertaken to understand the fashion apparel industry. NFC finds that there are many players in the 30- to-50-year category. Retail outlets hence have a variety of suppliers to choose from for the fashion apparel for the 30-to-50-year category. Hence, due to high competition and price sensitive end users, it is difficult to negotiate a premium price for the apparel for this category. Therefore, NFC finds the profit margin per apparel unit in this venture will be much lower. The management of NFC thereby concludes that due to the different market conditions, the pricing strategies for the 18 to 30 year category and the 30 to 50 year category will be different. In order to increase profitability NFC plans to circumvent even the retail outlets and reach out to the direct customers directly via online website portals. It plans to ship the orders using private courier service. This is aimed at both the segments of customers of SDC.","If the production at SDC has to happen in a sequential manner, production of fabric, weaving, designing and stitching which of the following may be very helpful to minimize work in progress between the processes:",Cellular Manufacturing,Principle of Kaizen,Principle of Six Sigma,Just in Time procurement of raw materials,a,"Reason The correct answer is â€“ Cellular Manufacturing (i.e., group machines into working cells) that will reduce excessive work-in-process inventory and defective parts. A working cell is a small cluster of machines which can be run by a single machine operator. This individual machine operator takes each output part from machine to machine within the cell; and thus, there is no way for work-in-process to build up between machines."
